관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
제주특별자치도,제주특별자치도 제주시 용화로5길 7 (용담이동. 영보맨션),제주특별자치도 제주시 용담2동 609-2,생활방범,1,,영보맨션4가,30,,064-710-8855,33.510499,126.5061604,2018-04-30
제주특별자치도,제주특별자치도 제주시 중앙로 14길 9,,생활방범,1,,중앙성당 4가,30,,064-710-8855,33.511254,126.5234106,2018-04-30
제주특별자치도,제주특별자치도 제주시 동문로 6길 14,제주특별자치도 제주시 용담2동 616,생활방범,1,,남안아파트앞,30,,064-710-8855,33.5116336,126.5287984,2018-04-30
제주특별자치도,제주특별자치도 제주시 관덕로13길 9호,,생활방범,1,,열린새마을금고앞,30,,064-710-8855,33.5138087,126.5258804,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 태평로 431길 24,,생활방범,1,,고은손톱 남쪽,30,,064-710-8855,33.247167,126.5510603,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 이중섭로 5,,생활방범,1,,대청마루 서쪽,30,,064-710-8855,33.2475149,126.5644785,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 동문동로 35,제주특별자치도 서귀포시 중앙동 280-26,생활방범,1,,세영슈퍼 앞,30,,064-710-8855,33.2511669,126.5645991,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중앙로 62번길 18,,생활방범,1,,매일올레시장 어린이놀이터,30,,064-710-8855,33.2501708,126.5636786,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중앙로 72번길 12,,생활방범,1,,신라미용실앞 5가,30,,064-710-8855,33.2509865,126.5624044,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중정로 92번길 2,,생활방범,1,,구 명보극장 사거리,30,,064-710-8855,33.2479885,126.5623549,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 천지로28,,생활방범,1,,유진카페 앞,30,,064-710-8855,33.2501298,126.5609119,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중앙로 47번길 6,,생활방범,1,,동아리노래연습장,30,,064-710-8855,33.2488123,126.5611202,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 서문로 29번길 15,,생활방범,1,,동언식당앞,30,,064-710-8855,33.2489004,126.5594598,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림리 1314,제주특별자치도 제주시 한림읍 한림리 1314,생활방범,1,,한림리1314,30,,064-710-8855,33.4174928,126.2637931,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림중앙로 23,제주특별자치도 제주시 한림읍 한림리 1115-2,생활방범,1,,CU한림중앙점,30,,064-710-8855,33.4127136,126.2650707,2018-04-30
제주특별자치도,제주특별자치도 제주시 건입동 956-1,제주특별자치도 제주시 건입동 956-1,생활방범,3,,건입동사무소 1(현대아파트후문 동측),30,,064-710-8855,33.507841,126.5544024,2018-04-30
제주특별자치도,제주특별자치도 제주시 건입동 956-1,제주특별자치도 제주시 건입동 956-1,생활방범,2,,건입동사무소 2(현대아파트 후문 북측),30,,064-710-8855,33.507841,126.5544024,2018-04-30
제주특별자치도,제주특별자치도 제주시 노형동 736,제주특별자치도 제주시 노형동 736,생활방범,3,,제주향보쌈 앞(노형동),30,,064-710-8855,33.483098,126.4772312,2018-04-30
제주특별자치도,제주특별자치도 제주시 노형동 751,제주특별자치도 제주시 노형동 751,생활방범,4,,태을갈비 앞(노형동),30,,064-710-8855,33.483098,126.4772312,2018-04-30
제주특별자치도,제주특별자치도 제주시 한라대학로 87 (노형동),제주특별자치도 제주시 노형동 762,생활방범,3,,한스델리 동측(노형동),30,,064-710-8855,33.4771889,126.4742632,2018-04-30
제주특별자치도,제주특별자치도 제주시 오라2동 1354,제주특별자치도 제주시 오라2동 1354,생활방범,1,,사임당어린이집 앞 삼거리,30,,064-710-8855,33.4895045,126.511576,2018-04-30
제주특별자치도,제주특별자치도 제주시 오라2동 2178-1,제주특별자치도 제주시 오라2동 2178-1,생활방범,1,,연삼로길(기아자동차 맞은편),30,,064-710-8855,33.4924679,126.511195,2018-04-30
제주특별자치도,제주특별자치도 제주시 오라2동 1404-11,제주특별자치도 제주시 오라2동 1404-11,생활방범,1,,오라초 북동쪽(클린하우스),30,,064-710-8855,33.4222282,126.519245,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 표선면 세성로 302,제주특별자치도 서귀포시 표선면 세화1리 1123-3,생활방범,4,,세화1리 보건소입구,30,,064-710-8855,33.3318153,126.7980386,2018-04-30
제주특별자치도,제주특별자치도 제주시 오라3동 2328-3,제주특별자치도 제주시 오라3동 2328-3,생활방범,2,,오라5거리진입로(크로바어린이집서측),30,,064-710-8855,33.4987516,126.5064613,2018-04-30
제주특별자치도,제주특별자치도 제주시 서문로 23 (용담일동),제주특별자치도 제주시 서문로 23(용담1동),생활방범,4,,용담로터리 서쪽,30,,064-710-8855,33.5113829,126.5179733,2018-04-30
제주특별자치도,제주특별자치도 제주시 용문로11길 33 (용담이동),제주특별자치도 제주시 용문로 11길 33(용담2동),생활방범,3,,서문교회 서북쪽(예솔어린이집),30,,064-710-8855,33.5066873,126.5072378,2018-04-30
제주특별자치도,제주특별자치도 제주시 중앙로 186-1 (이도일동),제주특별자치도 제주시 중앙로 186-1,생활방범,1,,보성시장입구 맞은편골목 광명여인숙 4거리,30,,064-710-8855,33.5025177,126.5274934,2018-04-30
제주특별자치도,제주특별자치도 제주시 이도1동 1932-11,제주특별자치도 제주시 이도1동 1932-11,생활방범,3,,신산공원입구(국일건재쪽) 주차장,30,,064-710-8855,33.5050697,126.5310339,2018-04-30
제주특별자치도,제주특별자치도 제주시 오현길 56 (이도일동),제주특별자치도 제주시 오현길 56,생활방범,1,,오현단 제주성지삼거리(다리건너기전),30,,064-710-8855,33.510035,126.5266655,2018-04-30
제주특별자치도,제주특별자치도 제주시 오현길 38 (이도일동),제주특별자치도 제주시 오현길 38,생활방범,1,,오현길 병풍거리 아빠마트 4거리,30,,064-710-8855,33.5084285,126.526372,2018-04-30
제주특별자치도,제주특별자치도 제주시 고전길 26 (이도일동),제주특별자치도 제주시 고전길 26,생활방범,1,,시민회관 앞 4거리,30,,064-710-8855,33.5084457,126.5254644,2018-04-30
제주특별자치도,제주특별자치도 제주시 이도1동 1294(동광로9길),제주특별자치도 제주시 이도1동 1294(동광로9길),생활방범,5,,광양 태홍누리안2차아파트 4거리,30,,064-710-8855,33.5044853,126.5311706,2018-04-30
제주특별자치도,제주특별자치도 제주시 광양 14길(이도2동),제주특별자치도 제주시 광양 14길(이도2동),생활방범,6,,학사로 고전떡볶이 5거리,30,,064-710-8855,33.4978014,126.5295612,2018-04-30
제주특별자치도,제주특별자치도 제주시 고마로9길 18 (일도이동),제주특별자치도 제주시 고마로9길 18(일도2동),생활방범,5,,신산시장아파트사거리(그린마트),30,,064-710-8855,33.5105404,126.542475,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 표선면 44-7,제주특별자치도 서귀포시 표선면 44-7,생활방범,0,,표선해비치해변,30,,064-710-8855,33.326494,126.831638,2018-04-30
제주특별자치도,제주특별자치도 제주시 남광북1길 39 (이도이동),제주특별자치도 제주시 남광북1길 39,생활방범,5,,안성리치빌 사거리(삼춘네포차),30,,064-710-8855,33.496628,126.5374135,2018-04-30
제주특별자치도,제주특별자치도 제주시 남광북3길 46 (이도이동),제주특별자치도 제주시 남광북3길 46,생활방범,4,,동백원룸 삼거리,30,,064-710-8855,33.4962654,126.5383848,2018-04-30
제주특별자치도,제주특별자치도 제주시 독짓골8길 19 (이도이동),제주특별자치도 제주시 독짓골 8길 19,생활방범,2,,도남 보덕사 북측(원당봉해장국 앞),30,,064-710-8855,33.4922878,126.5324474,2018-04-30
제주특별자치도,제주특별자치도 제주시 신산로8길 39 (일도이동. 훼밀리빌라),제주특별자치도 제주시 신산로8길39,생활방범,5,,만수탕4거리,30,,064-710-8855,33.5075961,126.5296093,2018-04-30
제주특별자치도,제주특별자치도 제주시 신산로9길 53 (일도이동),제주특별자치도 제주시 신산로9길53,생활방범,5,,생생반점4거리,30,,064-710-8855,33.511026,126.5380914,2018-04-30
제주특별자치도,제주특별자치도 제주시 삼도2동108-2,제주특별자치도 제주시 삼도2동108-2,생활방범,2,,모이세해장국(삼도2동 북측),30,,064-710-8855,33.5120825,126.5222794,2018-04-30
제주특별자치도,제주특별자치도 제주시 삼도2동1239-1,제주특별자치도 제주시 삼도2동1239-1,생활방범,2,,삼도제주보쌈 동측,30,,064-710-8855,33.5059615,126.5233865,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담2동 633-61,제주특별자치도 제주시 용담2동 633-61,생활방범,3,,예솔어린이집,30,,064-710-8855,33.5077546,126.5057868,2018-04-30
제주특별자치도,제주특별자치도 제주시 조천읍 북촌1길 43앞,제주특별자치도 제주시 조천읍 북촌1길 43앞,생활방범,5,,해동웅이네식당입구 사거리(북촌리),30,,064-710-8855,33.5485184,126.684776,2018-04-30
제주특별자치도,제주특별자치도 제주시 조천읍 북촌5길 18앞,제주특별자치도 제주시 조천읍 북촌5길 18앞,생활방범,4,,북촌초 후문 삼거리(북촌리),30,,064-710-8855,33.5492227,126.6923287,2018-04-30
제주특별자치도,제주특별자치도 제주시 조천읍 북촌12길 25앞,제주특별자치도 제주시 조천읍 북촌12길 25앞,생활방범,4,,한사동입구 남쪽(북촌리),30,,064-710-8855,33.5471418,126.6986252,2018-04-30
제주특별자치도,제주특별자치도 제주시 조천읍 남조로3길 44앞,제주특별자치도 제주시 조천읍 남조로3길 44앞,생활방범,3,,양천하동버스정류소(조천리),30,,064-710-8855,33.5165812,126.6467629,2018-04-30
제주특별자치도,제주특별자치도 제주시 생고마로 17길(서해아파트앞),제주특별자치도 제주시 생고마로 17길(서해아파트앞),생활방범,4,,신산종합시장 삼거리,30,,064-710-8855,33.5054021,126.541614,2018-04-30
제주특별자치도,제주특별자치도 제주시 동광로20길 28 (일도이동),제주특별자치도 제주시 동광로 20길 28,생활방범,5,,민지네해장국 사거리,30,,064-710-8855,33.508601,126.542859,2018-04-30
제주특별자치도,제주특별자치도 제주시 연수로4길 1 (일도이동),제주특별자치도 제주시 연수로 4길 1,생활방범,4,,조마루감자탕 삼거리,30,,064-710-8855,33.5028762,126.5433263,2018-04-30
제주특별자치도,제주특별자치도 제주시 신산로7길 29 (일도이동),제주특별자치도 제주시 신산로 7길 29,생활방범,5,,올챙이어린이집 북측 이면도로,30,,064-710-8855,33.5109949,126.5353873,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 문교길 27 (삼영노블리안아파트),제주특별자치도 제주시 문교길 27,생활방범,5,,한림초 후문,30,,064-710-8855,33.4104503,126.2630205,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림상로 132,제주특별자치도 제주시 한림상로 132,생활방범,7,,한림읍사무소앞,30,,064-710-8855,33.410104,126.2670984,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림중앙로 71-9,제주특별자치도 제주시 한림중앙로 71-9,생활방범,5,,한림체육관 입구,30,,064-710-8855,33.4089702,126.2684786,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림중앙로 90-1,제주특별자치도 제주시 한림중앙로 90-1,생활방범,5,,한림종합운동장후문 입구,30,,064-710-8855,33.406728,126.2674353,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담로16길 8 (용담일동),제주특별자치도 제주시 용담로 16길 8,생활방범,4,,정원원룸 남서측,30,,064-710-8855,33.510538,126.5133007,2018-04-30
제주특별자치도,제주특별자치도 제주시 서광로32길 21 (이도이동),제주특별자치도 제주시 서광로 32길 21,생활방범,5,,벽오동인근,30,,064-710-8855,33.4987805,126.5290751,2018-04-30
제주특별자치도,제주특별자치도 제주시 광양11길 2 (이도이동),제주특별자치도 제주시 광양11길 2,생활방범,5,,시청정류소인근,30,,064-710-8855,33.4989293,126.5307492,2018-04-30
제주특별자치도,제주특별자치도 제주시 연삼로 489 (이도이동),제주특별자치도 제주시 연삼로 489,생활방범,5,,학생문화원 서측,30,,064-710-8855,33.5007234,126.5410454,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담2동 707-6,제주특별자치도 제주시 용담2동 707-6,생활방범,4,,명신마을복지회관앞,30,,064-710-8855,33.500025,126.5009663,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담로 38 (용담이동. 미화주택),제주특별자치도 제주시 용담로 38,생활방범,5,,진영마트앞,30,,064-710-8855,33.5128997,126.5069727,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담2동 643-2,제주특별자치도 제주시 용담2동 643-2,생활방범,3,,용문사거리앞,30,,064-710-8855,33.5082641,126.5096847,2018-04-30
제주특별자치도,제주특별자치도 제주시 용해로 82 (용담이동),제주특별자치도 제주시 용해로 82,생활방범,5,,용해로.용화로교차로(괸당네농수산앞),30,,064-710-8855,33.5098266,126.5033404,2018-04-30
제주특별자치도,제주특별자치도 제주시 용해로 82 (용담이동),제주특별자치도 제주시 용해로 82,생활방범,5,,일도2동-태원갈비,30,,064-710-8855,33.5098311,126.5011464,2018-04-30
제주특별자치도,제주특별자치도 제주시 용해로 82 (용담이동),제주특별자치도 제주시 용해로 82,생활방범,5,,성환사라봉 아파트,30,,064-710-8855,33.5098311,126.5011464,2018-04-30
제주특별자치도,제주특별자치도 제주시 용해로 82 (용담이동),제주특별자치도 제주시 용해로 82,생활방범,6,,복지회관앞 놀이터,30,,064-710-8855,33.5098311,126.5011464,2018-04-30
제주특별자치도,제주특별자치도 제주시 용해로 82 (용담이동),제주특별자치도 제주시 용해로 82,생활방범,5,,성환사라봉 아파트,30,,064-710-8855,33.5098311,126.5011464,2018-04-30
제주특별자치도,제주특별자치도 제주시 산천단동 3길 8,제주특별자치도 제주시 아라1동 362-39,생활방범,4,,폴리텍대학 입구,30,,064-710-8855,33.4485958,126.5598236,2018-04-30
제주특별자치도,제주특별자치도 제주시 사송길 1,제주특별자치도 제주시 영평동 1878-13,생활방범,4,,영평상동복지회관 입구,30,,064-710-8855,33.476555,126.5682551,2018-04-30
제주특별자치도,제주특별자치도 제주시 남광로4길 29,제주특별자치도 제주시 이도2동 1974-13,생활방범,4,,중앙여고 서측 후문,30,,064-710-8855,33.4912491,126.5403833,2018-04-30
제주특별자치도,제주특별자치도 제주시 고산동산5길 34,제주특별자치도 제주시 이도2동 1060-3,생활방범,4,,이도2동사무소 남측,30,,064-710-8855,33.496974,126.5360173,2018-04-30
제주특별자치도,제주특별자치도 제주시 신성로12길 23,제주특별자치도 제주시 이도2동 1017-16,생활방범,4,,아람가든 인근,30,,064-710-8855,33.495332,126.5315825,2018-04-30
제주특별자치도,제주특별자치도 제주시 동고산로 5,제주특별자치도 제주시 이도2동 1181-6,생활방범,5,,명진자동차공업사 인근,30,,064-710-8855,33.4982592,126.5318656,2018-04-30
제주특별자치도,제주특별자치도 제주시 이도2동 1940,제주특별자치도 제주시 이도2동 1940,생활방범,5,,제광교회옆 복개천,30,,064-710-8855,33.4984909,126.5276133,2018-04-30
제주특별자치도,제주특별자치도 제주시 일도2동 451,제주특별자치도 제주시 일도2동 451,생활방범,4,,동남1차아파트 입구,30,,064-710-8855,33.5067081,126.5454995,2018-04-30
제주특별자치도,제주특별자치도 제주시 남광로 181,제주특별자치도 제주시 일도2동 113-7,생활방범,4,,대유대림아파트 입구,30,,064-710-8855,33.5021801,126.5516297,2018-04-30
제주특별자치도,제주특별자치도 제주시 서광로13길 10,제주특별자치도 제주시 삼도1동 521-8,생활방범,5,,드림로드빌라 앞,30,,064-710-8855,33.5009906,126.5179847,2018-04-30
제주특별자치도,제주특별자치도 제주시 서사로12길 35,제주특별자치도 제주시 삼도1동 718-26,생활방범,5,,뉴그린슈퍼 앞,30,,064-710-8855,33.5052925,126.5165952,2018-04-30
제주특별자치도,제주특별자치도 제주시 전농로7길 7,제주특별자치도 제주시 삼도1동 702-2,생활방범,5,,르네상스호텔 앞,30,,064-710-8855,33.5050352,126.5178416,2018-04-30
제주특별자치도,제주특별자치도 제주시 오라1동 3817-2,제주특별자치도 제주시 오라1동 3817-2,생활방범,5,,애향운동장 명동칼국수 앞,30,,064-710-8855,33.493807,126.5147499,2018-04-30
제주특별자치도,제주특별자치도 제주시 월산남길 24,제주특별자치도 제주시 노형동 3286-2,생활방범,4,,큰숲어린이집 삼거리,30,,064-710-8855,33.4713123,126.4650497,2018-04-30
제주특별자치도,제주특별자치도 제주시 제주대학로4길 16,제주특별자치도 제주시 아라1동 468-14,생활방범,4,,제대마을 입구,30,,064-710-8855,33.4566209,126.5543324,2018-04-30
제주특별자치도,제주특별자치도 제주시 관덕로4길 9,제주특별자치도 제주시 삼도2동 968-1,생활방범,5,,밀레니엄아파트 뒤편,30,,064-710-8855,33.5123135,126.521465,2018-04-30
제주특별자치도,제주특별자치도 제주시 무근성1길 7,제주특별자치도 제주시 삼도2동 1158-7,생활방범,5,,무근성경로당 인근,30,,064-710-8855,33.5147344,126.5187665,2018-04-30
제주특별자치도,제주특별자치도 제주시 용담로18길 7,제주특별자치도 제주시 용담1동 240-12,생활방범,5,,꼬꼬마어린이집 앞,30,,064-710-8855,33.5091317,126.5146636,2018-04-30
제주특별자치도,제주특별자치도 제주시 흥운길 48,제주특별자치도 제주시 용담2동 367-8,생활방범,5,,다모아마트 앞,30,,064-710-8855,33.5128922,126.5130161,2018-04-30
제주특별자치도,제주특별자치도 제주시 용화로 5,제주특별자치도 제주시 용담2동 884-11,생활방범,5,,헤르지아아파트사거리,30,,064-710-8855,33.5101179,126.5041652,2018-04-30
제주특별자치도,제주특별자치도 제주시 용화로10길 23-1,제주특별자치도 제주시 용담2동 646-30,생활방범,5,,용문마을,30,,064-710-8855,33.5078275,126.5077216,2018-04-30
제주특별자치도,제주특별자치도 제주시 연동7길 3,제주특별자치도 제주시 연동 272-22,생활방범,4,,공영주차장 앞,30,,064-710-8855,33.4894381,126.491028,2018-04-30
제주특별자치도,제주특별자치도 제주시 귀아랑1길 14,제주특별자치도 제주시 연동 310-33,생활방범,5,,장수물식당앞 공원,30,,064-710-8855,33.4921297,126.4989299,2018-04-30
제주특별자치도,제주특별자치도 제주시 연오로 73,제주특별자치도 제주시 오라3동 2964-1,생활방범,5,,중앙중 북측,30,,064-710-8855,33.4866325,126.5021095,2018-04-30
제주특별자치도,제주특별자치도 제주시 선덕로3길 25,제주특별자치도 제주시 연동 312-22,생활방범,5,,제주도청 후문 사거리,30,,064-710-8855,33.4879842,126.4986302,2018-04-30
제주특별자치도,제주특별자치도 제주시 연화로4길 34,제주특별자치도 제주시 연동 1525-9,생활방범,4,,신우수산 옆,30,,064-710-8855,33.4770468,126.4907189,2018-04-30
제주특별자치도,제주특별자치도 제주시 연화중길 12-5,제주특별자치도 제주시 연동 1514-3,생활방범,4,,리츠칼투어 앞,30,,064-710-8855,33.4777011,126.4881794,2018-04-30
제주특별자치도,제주특별자치도 제주시 연북로 45,제주특별자치도 제주시 노형동 722-3,생활방범,4,,메르헨하우스 옆,30,,064-710-8855,33.4822044,126.4863313,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 토평로 72,제주특별자치도 서귀포시 토평동 1484-5,생활방범,4,,원디자인건축앞,30,,064-710-8855,33.2723845,126.5900537,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 검은여로 151,제주특별자치도 서귀포시 토평동 893,생활방범,4,,삼성여고앞,30,,064-710-8855,33.2844099,126.5796743,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 토평로50번길 4,제주특별자치도 서귀포시 토평동 1338,생활방범,5,,토평동다목적회관앞,30,,064-710-8855,33.2698671,126.5896445,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중앙로 215,제주특별자치도 서귀포시 서홍동 253-5,생활방범,5,,서홍사거리,30,,064-710-8855,33.2638506,126.558431,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 동홍동 377-12,제주특별자치도 서귀포시 동홍동 377-12,생활방범,5,,동홍주공4단지입구,30,,064-710-8855,33.2484903,126.5722163,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 동홍서로 88-3,제주특별자치도 서귀포시 동홍동 503-2,생활방범,5,,대호동홍아파트사거리,30,,064-710-8855,33.2566687,126.5698544,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 장수로20번길 1,제주특별자치도 서귀포시 동홍동 1528-3,생활방범,5,,우성빌라앞사거리,30,,064-710-8855,33.2564882,126.5658524,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중정로91번길 23,제주특별자치도 서귀포시 서귀동 271-32,생활방범,4,,조방칼국수옆,30,,064-710-8855,33.2498932,126.5645427,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중앙로89번길 7,제주특별자치도 서귀포시 서귀동 300-3,생활방범,5,,서귀포대정식당앞,30,,064-710-8855,33.2521766,126.5599115,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 칠십리로 39,제주특별자치도 서귀포시 서귀동 660-3,생활방범,4,,야한주방 앞,30,,064-710-8855,33.2412042,126.5616343,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 천지연로29번길 12,제주특별자치도 서귀포시 서귀동 688-2,생활방범,5,,마이호텔앞,30,,064-710-8855,33.2408733,126.5631225,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 서귀동 717-1,제주특별자치도 서귀포시 서귀동 717-1,생활방범,5,,아리스호텔옆사거리,30,,064-710-8855,33.2431554,126.5647655,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 동부로 14,제주특별자치도 서귀포시 서귀동 961-30,생활방범,5,,대림빌라옆,30,,064-710-8855,33.2460867,126.5696384,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 이중섭로 3,제주특별자치도 서귀포시 서귀동 406-16,생활방범,4,,우생당뒷골목,30,,064-710-8855,33.2478074,126.564507,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 태평로449번길 12,제주특별자치도 서귀포시 서귀동 196,생활방범,4,,행복예감입구,30,,064-710-8855,33.247447,126.5678146,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 김정문화로 57,제주특별자치도 서귀포시 서호동 1476-5,생활방범,5,,새마을금고 앞,30,,064-710-8855,33.2511482,126.5109453,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 신동로47번길 9,제주특별자치도 서귀포시 서호동 1469-8,생활방범,5,,돌아온놀부네 사거리,30,,064-710-8855,33.2527851,126.5119659,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 호근동 1170-2,제주특별자치도 서귀포시 호근동 1170-2,생활방범,5,,유진철물공구 앞,30,,064-710-8855,33.2613306,126.5296348,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 서호동 1576,제주특별자치도 서귀포시 서호동 1576,생활방범,4,,부영사랑으로 동측,30,,064-710-8855,33.2784399,126.5169922,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 태평로 98,제주특별자치도 서귀포시 호근동 1557-1,생활방범,4,,서귀여고 앞,30,,064-710-8855,33.2434037,126.5335756,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 엉또로 124-7,제주특별자치도 서귀포시 강정동 1843,생활방범,4,,엉또다리 인근,30,,064-710-8855,33.2673492,126.4970261,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 신서로32번길 32,제주특별자치도 서귀포시 강정동 168,생활방범,5,,강정제1호공원 인근,30,,064-710-8855,33.2615636,126.49447,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 강정동 138,제주특별자치도 서귀포시 강정동 138,생활방범,4,,문화2공원인근,30,,064-710-8855,33.2615636,126.49447,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 법환로 27-1,제주특별자치도 서귀포시 법환동 1271,생활방범,5,,농협앞,30,,064-710-8855,33.2372166,126.5125205,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 하원동 1836-1,제주특별자치도 서귀포시 하원동 1836-1,생활방범,4,,제2회수교 입구,30,,064-710-8855,33.2611288,126.4530404,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 색달동 2087,제주특별자치도 서귀포시 색달동 2087,생활방범,4,,색달입구교차로,30,,064-710-8855,33.2583304,126.4040468,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대포동서로 135,제주특별자치도 서귀포시 대포동 1867-8,생활방범,4,,대포마을복지회관옆,30,,064-710-8855,33.2425608,126.4321814,2018-04-30
